hold,entry,exit,group,sector,ticker,stock_ret,iv_put,put_premium,put_ret_on_premium,iv_call,atm_strike,c30_strike,atm_premium,c30_premium,atm_ret_on_premium,c30_ret_on_premium
3 weeks,2019-11-27,2019-12-19,G4,XLK,MSFT,0.02225581606711624,0.15,0.01431800751901548,-1.0,,,,,,,
3 weeks,2019-11-27,2019-12-19,G1,XLK,AMD,0.086780055744333,,,,0.36810000000000004,1.0,1.0524275794374247,0.03671803987303285,0.01654071839964972,1.3634174385236628,1.0768430655125485
3 weeks,2019-11-27,2019-12-19,G3,XLK,INTU,0.007247671569368563,,,,0.2034,1.0,1.0280615837768179,0.020503462680433435,0.009326566911382958,-0.6465147530282747,-1.0
3 weeks,2019-11-27,2019-12-19,G4,XLY,MAR,0.06155398564468073,0.17559999999999998,0.01683890873610951,-1.0,,,,,,,
3 weeks,2019-11-27,2019-12-19,G1,XLY,HLT,0.03732229667222753,,,,0.17920000000000003,1.0,1.0246639855654023,0.018120419310454303,0.008241583251809046,1.05968173433464,0.535907691528392
3 weeks,2019-11-27,2019-12-19,G3,XLY,SBUX,0.032062389888178666,,,,0.1696,1.0,1.023328842808811,0.017175073912039034,0.007809364913534671,0.8667977822036732,0.11834280713804546
3 weeks,2019-11-27,2019-12-19,G4,XLV,JNJ,0.055172083405125916,0.1424,0.013569633767214422,-1.0,,,,,,,
3 weeks,2019-11-27,2019-12-19,G1,XLV,DHR,0.026263344173835357,,,,0.21170000000000003,1.0,1.0292374551824228,0.0213207738831142,0.00969719025213157,0.23181946011048327,-1.0
3 weeks,2019-11-27,2019-12-19,G2,XLI,UBER,0.016954900097682968,0.3958,0.038516984039593326,-1.0,,,,,,,
3 weeks,2019-11-27,2019-12-19,G4,XLI,ADP,-0.010594637724365419,0.1463,0.013953665956828305,-0.24072729294620487,,,,,,,
3 weeks,2019-11-27,2019-12-19,G1,XLI,GE,-0.02214336155598473,,,,0.2845,1.0,1.0397855116254793,0.02848883873605692,0.012915519007558933,-1.0,-1.0
3 weeks,2019-11-27,2019-12-19,G2,XLC,TMUS,-0.02228398191166958,0.18899999999999997,0.01815845231584018,0.2271961026232685,,,,,,,
3 weeks,2019-11-27,2019-12-19,G4,XLC,CHTR,0.003989224224971943,0.1739,0.01667150377630718,-1.0,,,,,,,
3 weeks,2019-11-27,2019-12-19,G1,XLC,DIS,-0.02940579192260462,,,,0.21,1.0,1.0289961724517716,0.021153373588183977,0.009621341594746476,-1.0,-1.0
3 weeks,2019-11-27,2019-12-19,G3,XLC,NWSA,0.06503440015163031,,,,0.5033,1.0,1.0741124128853408,0.050018831630026704,0.022248739496119455,0.30019830596342123,-1.0
3 weeks,2019-11-27,2019-12-19,G2,XLB,ECL,0.028441736263251194,0.1553,0.014839906814696999,-1.0,,,,,,,
3 weeks,2019-11-27,2019-12-19,G4,XLB,APD,-0.012624894179399049,0.1691,0.016198831321093878,-0.22062932015601333,,,,,,,
3 weeks,2019-11-27,2019-12-19,G1,XLB,FCX,0.11972413795550918,,,,0.37439999999999996,1.0,1.0534036387622312,0.03733805579107707,0.016810905537643413,2.20649094921864,2.9450878505486497
3 weeks,2019-11-27,2019-12-19,G3,XLB,CTVA,0.06372371794474851,,,,0.3013,1.0,1.0422801223812155,0.03014278174997812,0.013650026785033189,1.114062281089725,0.570956299297908
3 weeks,2019-11-27,2019-12-19,G2,XLE,EQT,0.177703996490999,0.5897,0.05758526633288826,-1.0,,,,,,,
3 weeks,2019-11-27,2019-12-19,G1,XLE,HAL,0.1533767475379848,,,,0.34119999999999995,1.0,1.048297057650512,0.0340704551398544,0.015382354712184148,3.5017522339632636,5.831183642140339
3 weeks,2019-11-27,2019-12-19,G3,XLE,WMB,0.05202572435376007,,,,0.2776,1.0,1.0387675565115684,0.027809512156465665,0.01261296347176748,0.870788817187653,0.05115406635945652
3 weeks,2019-11-27,2019-12-19,G2,XLP,CHD,-0.010113705425918385,0.17600000000000002,0.016878298142650943,-0.400786421685412,,,,,,,
3 weeks,2019-11-27,2019-12-19,G4,XLP,KDP,-0.08586967613731777,0.2366,0.022845630696310085,2.7586914223903247,,,,,,,
3 weeks,2019-11-27,2019-12-19,G1,XLP,KR,0.056188032280978684,,,,0.3479,1.0,1.0493202454334785,0.03472992235445068,0.015671584511826632,0.6178565476630908,-0.5617681899161158
3 weeks,2019-11-27,2019-12-19,G3,XLP,CL,0.009751383636467326,,,,0.1524,1.0,1.0209545995680667,0.015481344583156233,0.007032385820178304,-0.37012036751143895,-1.0
3 weeks,2019-11-27,2019-12-19,G2,XLU,WEC,0.03445154967562569,0.1535,0.014662657457240809,-1.0,,,,,,,
3 weeks,2019-11-27,2019-12-19,G4,XLU,D,-0.004293614297248727,0.1265,0.012004016093330197,-0.6423185154146533,,,,,,,
3 weeks,2019-11-27,2019-12-19,G3,XLU,PCG,0.44635744686265233,,,,1.2281,1.0,1.219893422408853,0.12101782900919693,0.049893840703949685,2.688361049913817,3.538917454712445
3 weeks,2019-12-19,2020-01-13,G4,XLK,MSFT,0.04861588162699526,0.1273,0.012092154793778565,-1.0,,,,,,,
3 weeks,2019-12-19,2020-01-13,G1,XLK,MU,0.05354850521252619,,,,0.3179,1.0,1.0447483423544401,0.03176765742879474,0.014372810676158353,0.6856296480957689,-0.387721507200827
3 weeks,2019-12-19,2020-01-13,G4,XLY,SBUX,0.028920128685821833,0.1452,0.013854760223595783,-1.0,,,,,,,
3 weeks,2019-12-19,2020-01-13,G1,XLY,TSLA,0.29902971359606156,,,,0.4341,1.0,1.0627989083772487,0.043203252251311886,0.01935068730118598,5.921463038398491,11.207876730266559
3 weeks,2019-12-19,2020-01-13,G3,XLY,MCD,0.04795467192887859,,,,0.11289999999999999,1.0,1.0155696852216267,0.01158235842133382,0.005235379232109115,3.1403201476263813,5.18579576979473
3 weeks,2019-12-19,2020-01-13,G4,XLV,MRK,-0.005334260903740784,0.1297,0.012328474980921246,-0.5673219184046935,,,,,,,
3 weeks,2019-12-19,2020-01-13,G1,XLV,BMY,0.05993667327646057,,,,0.1895,1.0,1.0260855785396026,0.019125245157957813,0.008704171416867839,2.1339035281083203,2.8890657267224666
3 weeks,2019-12-19,2020-01-13,G3,XLV,MCK,0.059287657996696774,,,,0.2608,1.0,1.0362860127912932,0.026146091203930803,0.011874147903017086,1.267553399637173,0.9371196479335864
3 weeks,2019-12-19,2020-01-13,G4,XLI,ETN,0.006578869571466139,0.1566,0.014977356388400151,-1.0,,,,,,,
3 weeks,2019-12-19,2020-01-13,G1,XLI,UBER,0.138379448156146,,,,0.34700000000000003,1.0,1.0491632703858134,0.03463209876577652,0.015632760403956825,2.9956991660260748,4.707000904827461
3 weeks,2019-12-19,2020-01-13,G3,XLI,BA,-0.009835050291835179,,,,0.2297,1.0,1.0317872158818813,0.023083829903655338,0.010498335162101174,-1.0,-1.0
3 weeks,2019-12-19,2020-01-13,G2,XLC,LYV,0.03623082791001364,0.3897,0.037926473164663695,-1.0,,,,,,,
3 weeks,2019-12-19,2020-01-13,G4,XLC,NWSA,0.04669543398401177,0.39899999999999997,0.03884163374917283,-1.0,,,,,,,
3 weeks,2019-12-19,2020-01-13,G1,XLC,FOX,0.006934853156450371,,,,0.7543000000000001,1.0,1.1186567768499054,0.07466638900701503,0.03236335779434059,-0.9071221569882151,-1.0
3 weeks,2019-12-19,2020-01-13,G2,XLB,IFF,0.038821056477583715,0.2816,0.027285949447965915,-1.0,,,,,,,
3 weeks,2019-12-19,2020-01-13,G4,XLB,NUE,-0.04913894030666721,0.1893,0.018197490716259083,1.7003140747730972,,,,,,,
3 weeks,2019-12-19,2020-01-13,G1,XLB,FCX,0.04076927081323589,,,,0.33490000000000003,1.0,1.0473190510506696,0.03344108722670147,0.015109957880134552,0.2191371212561286,-1.0
3 weeks,2019-12-19,2020-01-13,G3,XLB,DD,-0.055512231334152284,,,,0.222,1.0,1.0306852436561065,0.02232561416036154,0.01015606064605607,-1.0,-1.0
3 weeks,2019-12-19,2020-01-13,G4,XLE,OKE,0.030548631416711824,0.1522,0.014544071034238179,-1.0,,,,,,,
3 weeks,2019-12-19,2020-01-13,G1,XLE,HAL,-0.02982030173356509,,,,0.2832,1.0,1.039574289251453,0.028351535226266274,0.012858555163404672,-1.0,-1.0
3 weeks,2019-12-19,2020-01-13,G2,XLP,KDP,-0.020512249256563142,0.2188,0.021102448591844705,-0.027968286841826617,,,,,,,
3 weeks,2019-12-19,2020-01-13,G4,XLP,GIS,0.006679016781822922,0.1911,0.018374745242332447,-1.0,,,,,,,
3 weeks,2019-12-19,2020-01-13,G1,XLP,MO,0.015963998992436723,,,,0.1925,1.0,1.0265066882849925,0.01942066917850457,0.008838683287705543,-0.17798924199242883,-1.0
3 weeks,2019-12-19,2020-01-13,G4,XLU,XEL,-0.001098145658217864,0.2023,0.01947765551031313,-0.9436202340863669,,,,,,,
3 weeks,2019-12-19,2020-01-13,G1,XLU,PPL,-0.008118640375585628,,,,0.1729,1.0,1.0237681407312413,0.01749055729977393,0.007958056425204243,-1.0,-1.0
3 weeks,2019-12-19,2020-01-13,G3,XLU,VST,-0.0701604696119984,,,,0.2893,1.0,1.0404767672014936,0.02895209611616342,0.013125688891433594,-1.0,-1.0
3 weeks,2020-01-13,2020-02-04,G4,XLK,IBM,0.09158115623773533,0.2575,0.024920009225122018,-1.0,,,,,,,
3 weeks,2020-01-13,2020-02-04,G1,XLK,AMD,0.014358990009014416,,,,0.5531,1.0,1.0824645934711525,0.054899548279078315,0.024304425115720667,-0.7384497603510065,-1.0
3 weeks,2020-01-13,2020-02-04,G4,XLY,MCD,0.039271657564420304,0.1894,0.01821416588766464,-1.0,,,,,,,
3 weeks,2020-01-13,2020-02-04,G1,XLY,TSLA,0.6900888331140387,,,,0.7093,1.0,1.1102225314551892,0.0702437720880029,0.030594462867534946,8.824199535433271,17.953308779091845
3 weeks,2020-01-13,2020-02-04,G3,XLY,GM,-0.01743869209809268,,,,0.2432,1.0,1.0337169211889505,0.02440640557256266,0.011096853556447695,-1.0,-1.0
3 weeks,2020-01-13,2020-02-04,G2,XLV,GILD,0.04804863427011208,0.22460000000000002,0.021680443955980427,-1.0,,,,,,,
3 weeks,2020-01-13,2020-02-04,G4,XLV,AMGN,-0.06377685555463775,0.21989999999999998,0.02121762860791336,2.005842770329737,,,,,,,
3 weeks,2020-01-13,2020-02-04,G1,XLV,BMY,-0.028117872107892405,,,,0.2298,1.0,1.0317879044950318,0.023086931259021615,0.010502775991660454,-1.0,-1.0
3 weeks,2020-01-13,2020-02-04,G2,XLI,BA,-0.037187321331455414,0.33270000000000005,0.03232343932836206,0.15047538579304498,,,,,,,
3 weeks,2020-01-13,2020-02-04,G4,XLI,UNP,0.018566021449365477,0.2372,0.02292115991429964,-1.0,,,,,,,
3 weeks,2020-01-13,2020-02-04,G1,XLI,UBER,0.12858815079473995,,,,0.3818,1.0,1.0545209831743845,0.03805048999786026,0.01712773615478619,2.37940853854894,3.3243991471492915
3 weeks,2020-01-13,2020-02-04,G4,XLC,NWSA,-0.05216204499716781,0.2372,0.02292115991429953,1.2757157662263903,,,,,,,
3 weeks,2020-01-13,2020-02-04,G1,XLC,MTCH,-0.07423531243250148,,,,0.39049999999999996,1.0,1.0558796691733188,0.03890665259957949,0.017499492869551308,-1.0,-1.0
3 weeks,2020-01-13,2020-02-04,G2,XLB,DD,-0.12748343611202873,0.3059,0.029685225215360617,3.294507964388375,,,,,,,
3 weeks,2020-01-13,2020-02-04,G1,XLB,NEM,0.041931637155717016,,,,0.2164,1.0,1.0298731269437196,0.021767417681824327,0.009906723104028726,0.9263487184669499,0.21720472908885524
3 weeks,2020-01-13,2020-02-04,G3,XLB,NUE,-0.08487895681442326,,,,0.23620000000000002,1.0,1.0327074455030523,0.023717133254080015,0.01078676042133373,-1.0,-1.0
3 weeks,2020-01-13,2020-02-04,G2,XLE,EQT,-0.3166067863755616,0.6456000000000001,0.0630944273614273,4.017983356310145,,,,,,,
3 weeks,2020-01-13,2020-02-04,G4,XLE,WMB,-0.0967199430618989,0.18739999999999998,0.018017213735640778,4.3681964637280295,,,,,,,
3 weeks,2020-01-13,2020-02-04,G1,XLE,OXY,-0.1303414531153232,,,,0.2788,1.0,1.0389114404349145,0.027911637391273704,0.012665618836486462,-1.0,-1.0
3 weeks,2020-01-13,2020-02-04,G3,XLE,PSX,-0.15745486694133748,,,,0.2361,1.0,1.0326930526585612,0.023707286420568432,0.010782326625128732,-1.0,-1.0
3 weeks,2020-01-13,2020-02-04,G2,XLP,KDP,0.03129507694302003,0.2159,0.02082373988805299,-1.0,,,,,,,
3 weeks,2020-01-13,2020-02-04,G4,XLP,KO,0.048280925129411845,0.1162,0.011005926777487672,-1.0,,,,,,,
3 weeks,2020-01-13,2020-02-04,G1,XLP,MO,-0.083530148532724,,,,0.2444,1.0,1.0338903658781018,0.024524565312923977,0.011149958456799145,-1.0,-1.0
3 weeks,2020-01-13,2020-02-04,G4,XLU,SO,0.07747126436781615,0.12710000000000002,0.012079197352064534,-1.0,,,,,,,
3 weeks,2020-01-13,2020-02-04,G1,XLU,DTE,0.027085298208034292,,,,0.1412,1.0,1.019388612823083,0.014362075259885138,0.006524652781052364,0.8858902852073545,0.1796314138436006
3 weeks,2020-01-13,2020-02-04,G3,XLU,PCG,0.513098528612322,,,,0.9338,1.0,1.1542035532843025,0.09225340608151336,0.03923446687748531,4.561838314771357,8.14744111214039
3 weeks,2020-02-04,2020-02-26,G2,XLK,QCOM,-0.10423891781865435,0.4188,0.04078835280685537,1.5556049863610748,,,,,,,
3 weeks,2020-02-04,2020-02-26,G4,XLK,IBM,-0.052985636990087515,0.1877,0.01803844733228412,1.9373723810062682,,,,,,,
3 weeks,2020-02-04,2020-02-26,G1,XLK,CRM,-0.0502813282086475,,,,0.2589,1.0,1.0360119317878766,0.02596047547701123,0.011790398221304357,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G3,XLK,APH,-0.07867857505915155,,,,0.1867,1.0,1.0256961284483046,0.01885099253043537,0.00857853649780962,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G2,XLY,F,-0.21459708815847145,0.3851,0.03747227265705982,4.726823406800792,,,,,,,
3 weeks,2020-02-04,2020-02-26,G4,XLY,MCD,-0.021060214934656374,0.1462,0.013951761435809914,0.5095022253320076,,,,,,,
3 weeks,2020-02-04,2020-02-26,G1,XLY,TSLA,-0.12204362948755931,,,,1.2398,1.0,1.2226862373700347,0.12215086221533902,0.05030280555293375,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G3,XLY,RCL,-0.3022033605116411,,,,0.31,1.0,1.0435647746032273,0.03099141435382789,0.01402920357161578,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G4,XLV,SYK,-0.06789918202271661,0.1833,0.017605158337382697,2.856777696712894,,,,,,,
3 weeks,2020-02-04,2020-02-26,G1,XLV,GILD,0.10830840271071218,,,,0.3094,1.0,1.0434748632933815,0.030932348127839796,0.01400307951970207,2.5014607446898665,3.629948671369829
3 weeks,2020-02-04,2020-02-26,G3,XLV,AMGN,-0.025910085811052253,,,,0.22,1.0,1.0304027489166117,0.0221301418894339,0.010067051260569747,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G4,XLI,ADP,-0.05451363422817368,0.1834,0.01761500582515259,2.0947270054451708,,,,,,,
3 weeks,2020-02-04,2020-02-26,G1,XLI,UBER,-0.1058914649784446,,,,0.6126,1.0,1.0927921308843591,0.06075486736631147,0.02672831357252231,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G3,XLI,MMM,-0.04407964722895885,,,,0.2232,1.0,1.0308596363110971,0.02244524651062531,0.010209445100100013,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G2,XLC,LYV,-0.14410480138156634,0.2805,0.027176145196632424,4.302621116383472,,,,,,,
3 weeks,2020-02-04,2020-02-26,G4,XLC,CHTR,-0.025688713012752662,0.1867,0.01793997265366175,0.4319259849880177,,,,,,,
3 weeks,2020-02-04,2020-02-26,G1,XLC,NFLX,0.02772279295253277,,,,0.3385,1.0,1.04786949738237,0.033796889724208676,0.01526566482998638,-0.17972354323850692,-1.0
3 weeks,2020-02-04,2020-02-26,G3,XLC,CMCSA,-0.04652205190451686,,,,0.2032,1.0,1.028017346742641,0.020475813922020986,0.009317626805248325,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G2,XLB,FCX,-0.13122890668716902,0.41359999999999997,0.04027671385774059,2.2581830571053088,,,,,,,
3 weeks,2020-02-04,2020-02-26,G4,XLB,CTVA,-0.0791597994717842,0.295,0.02860369732889469,1.7674673858270453,,,,,,,
3 weeks,2020-02-04,2020-02-26,G1,XLB,APD,-0.04682539102769068,,,,0.1796,1.0,1.0247038540469102,0.018151820913886167,0.008259569959056301,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G3,XLB,DD,-0.1032257089105344,,,,0.2887,1.0,1.0403908582810626,0.028894479505210378,0.013099431259652503,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G2,XLE,EQT,-0.12791238644771086,0.8629000000000001,0.08440549389048327,0.5154509564706542,,,,,,,
3 weeks,2020-02-04,2020-02-26,G3,XLE,PSX,-0.08545594984738936,,,,0.271,1.0,1.0377813315693025,0.02715183355655421,0.012323080004811655,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G2,XLP,TGT,-0.017308778647075473,0.22460000000000002,0.021672084281689548,-0.20133299492105283,,,,,,,
3 weeks,2020-02-04,2020-02-26,G4,XLP,GIS,-0.007802123139571293,0.18309999999999998,0.017585463360587618,-0.5563311025936695,,,,,,,
3 weeks,2020-02-04,2020-02-26,G1,XLP,CL,-0.03289127709150763,,,,0.1655,1.0,1.0227449207704142,0.016763323735822733,0.007624456767574938,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G3,XLP,SYY,-0.029176433701257,,,,0.17379999999999998,1.0,1.0238961799066086,0.017580665698963948,0.00799858746904652,-1.0,-1.0
3 weeks,2020-02-04,2020-02-26,G2,XLU,VST,-0.016334095570540885,0.26530000000000004,0.025679600944896953,-0.36392720410296,,,,,,,
3 weeks,2020-02-04,2020-02-26,G4,XLU,PCG,-0.0017912852080346209,0.7042,0.06883987690568885,-0.973978959746127,,,,,,,
3 weeks,2020-02-04,2020-02-26,G1,XLU,WEC,0.012887559758189004,,,,0.16820000000000002,1.0,1.023118839614339,0.017029205778467567,0.007746246763257134,-0.24320840761201823,-1.0
3 weeks,2020-02-26,2020-03-18,G2,XLK,QCOM,-0.2257502602122763,0.43090000000000006,0.04199721269044082,4.375362928875049,,,,,,,
3 weeks,2020-02-26,2020-03-18,G1,XLK,CRM,-0.26069203995224477,,,,0.3382,1.0,1.04778766636185,0.0337500207755343,0.015252694509843739,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G3,XLK,KLAC,-0.10355133967707209,,,,0.4509,1.0,1.0654690761156957,0.04484029697688476,0.020058751865126824,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G2,XLY,TJX,-0.361618976003639,0.2704,0.026199771785674078,12.802371217652006,,,,,,,
3 weeks,2020-02-26,2020-03-18,G4,XLY,MCD,-0.3424123558569707,0.2444,0.023639707970804457,13.484627148518806,,,,,,,
3 weeks,2020-02-26,2020-03-18,G1,XLY,TSLA,-0.5361838595979755,,,,0.6981,1.0,1.1081365564127543,0.06913541180296712,0.03015124598477724,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G3,XLY,RCL,-0.7261154517997709,,,,0.9283,1.0,1.1530443409033284,0.09170625820545765,0.039028221299046886,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G2,XLV,BMY,-0.19019983175690403,0.3028,0.029389698512062943,5.471649638693535,,,,,,,
3 weeks,2020-02-26,2020-03-18,G1,XLV,GILD,0.07308708699536193,,,,0.47350000000000003,1.0,1.0691445687932688,0.0470633721013172,0.021006710011421754,0.5529504948778732,-0.812321006004764
3 weeks,2020-02-26,2020-03-18,G3,XLV,PFE,-0.06797259660864419,,,,0.2691,1.0,1.0374668991362426,0.026947268001112242,0.012239541097843844,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G3,XLI,MMM,-0.08015569495869279,,,,0.3243,1.0,1.0456802665299407,0.03238174699374667,0.01465068663550398,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G2,XLC,MTCH,-0.21259847398931853,0.5153,0.05029868417971374,3.2267203895378023,,,,,,,
3 weeks,2020-02-26,2020-03-18,G1,XLC,TMUS,-0.20640682824712908,,,,0.2874,1.0,1.0401624295267167,0.028749039647065815,0.013042526394517891,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G3,XLC,TTWO,-0.026034515779123635,,,,0.39159999999999995,1.0,1.0560324664487344,0.03900571248066703,0.017546440257703435,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G2,XLB,IFF,-0.12175942009103136,0.37,0.03600448969634801,2.3817843585040888,,,,,,,
3 weeks,2020-02-26,2020-03-18,G1,XLB,NEM,-0.15612666654872376,,,,0.3222,1.0,1.0453632615677726,0.032175022152522124,0.014559556799583474,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G3,XLB,DD,-0.31729127435508186,,,,0.42479999999999996,1.0,1.061278894504165,0.04227254454300037,0.01895747420862684,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G2,XLE,EQT,0.7520166787757046,1.0234999999999999,0.10014576628096342,-1.0,,,,,,,
3 weeks,2020-02-26,2020-03-18,G3,XLE,DVN,-0.6729353260256146,,,,0.6854,1.0,1.1058086918198378,0.06788851862494512,0.029647232637281182,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G4,XLP,HSY,-0.2668898964963806,0.2232,0.02155213898178996,11.383452831381783,,,,,,,
3 weeks,2020-02-26,2020-03-18,G1,XLP,CHD,-0.06784919409018297,,,,0.2347,1.0,1.03247262731669,0.023560054371776922,0.010720241949359686,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G3,XLP,MO,-0.09021850111062069,,,,0.3248,1.0,1.0457557971782103,0.03243096691975596,0.014672377279650525,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G2,XLU,CNP,-0.4821428370564813,0.2607,0.02524469431851258,18.098778974040247,,,,,,,
3 weeks,2020-02-26,2020-03-18,G4,XLU,D,-0.06489564545948423,0.1986,0.01912965835985198,2.3924100597469526,,,,,,,
3 weeks,2020-02-26,2020-03-18,G1,XLU,AEE,-0.10087123019445199,,,,0.185,1.0,1.0254227846253152,0.01866586014586752,0.0085022154854889,-1.0,-1.0
3 weeks,2020-02-26,2020-03-18,G3,XLU,VST,-0.4137095147460478,,,,0.38280000000000003,1.0,1.0546574139885365,0.03813970422046951,0.017170507088557493,-1.0,-1.0
3 weeks,2020-03-18,2020-04-08,G3,XLK,AVGO,0.5818084127781118,,,,1.0653,1.0,1.1813365661985393,0.10471418175881139,0.04408742190631275,4.556156797540505,8.083585051323453
3 weeks,2020-03-18,2020-04-08,G3,XLY,RCL,0.6820418656283609,,,,2.5883999999999996,1.0,1.6791976898774574,0.2510801874417198,0.09098700742443051,1.7164304462958673,-0.9687408583773278
3 weeks,2020-03-18,2020-04-08,G4,XLV,LLY,0.021874469331880197,0.6881999999999999,0.06775264155267963,-1.0,,,,,,,
3 weeks,2020-03-18,2020-04-08,G1,XLV,GILD,-0.05577916559544582,,,,0.9865,1.0,1.1642575166111053,0.09700607854858698,0.04119725449426128,-1.0,-1.0
3 weeks,2020-03-18,2020-04-08,G3,XLV,SYK,0.2738805093912571,,,,1.4827000000000001,1.0,1.2836963399054735,0.14537244785488196,0.058551412640440254,0.8839918666338917,-1.0
3 weeks,2020-03-18,2020-04-08,G3,XLI,BA,0.44145643337896434,,,,2.4026,1.0,1.5972267495815218,0.2335697526368363,0.0860593366786072,0.8900411050456467,-1.0
3 weeks,2020-03-18,2020-04-08,G2,XLC,FOX,0.20597870450334277,3.8045999999999998,0.3623728906087154,-1.0,,,,,,,
3 weeks,2020-03-18,2020-04-08,G3,XLC,LYV,0.2799999431028204,,,,3.3512,1.0,2.1055997244605966,0.3216211760979068,0.10936271347035459,-0.12941073563643757,-1.0
3 weeks,2020-03-18,2020-04-08,G2,XLB,IP,0.07011285067438333,1.1551,0.11348513345340001,-1.0,,,,,,,
3 weeks,2020-03-18,2020-04-08,G3,XLB,LYB,0.3672663736998132,,,,1.3309,1.0,1.244038649988348,0.13062235701192285,0.05344996324792732,1.8116654920435256,1.3054781747907658
3 weeks,2020-03-18,2020-04-08,G2,XLE,MPC,0.4513431860549506,1.7331999999999999,0.16960475928686974,-1.0,,,,,,,
3 weeks,2020-03-18,2020-04-08,G1,XLE,EQT,0.24741047647232906,,,,2.2258,1.0,1.525755986805542,0.216802662075164,0.08118815594767273,0.14117822218692866,-1.0
3 weeks,2020-03-18,2020-04-08,G3,XLE,TRGP,0.6892172632521094,,,,2.4036,1.0,1.597648544706759,0.23366430516051073,0.08608637446452114,1.9496044026864356,0.06368422546460795
3 weeks,2020-03-18,2020-04-08,G4,XLP,KMB,-0.012727916385143145,0.9401,0.09246144176898007,-0.862343522428035,,,,,,,
3 weeks,2020-03-18,2020-04-08,G3,XLP,SYY,0.5289163856702763,,,,1.5106,1.0,1.2913077876640686,0.14807838655254432,0.05947015483205315,2.5718675627424865,2.995425918718841
3 weeks,2020-03-18,2020-04-08,G2,XLU,CNP,0.3488371124839582,1.3454,0.13203144357579097,-1.0,,,,,,,
3 weeks,2020-03-18,2020-04-08,G3,XLU,PCG,0.49931227201555384,,,,2.0178,1.0,1.4490889470503214,0.19695535910101394,0.07521720785386068,1.5351545360056331,-0.33228942687142604
3 weeks,2020-04-08,2020-04-30,G3,XLK,APH,0.10851528876682348,,,,0.6069,1.0,1.090941009943238,0.0598162881415925,0.026497610954801916,0.8141428052164381,-0.3367598741802549
3 weeks,2020-04-08,2020-04-30,G3,XLY,RCL,0.24520773041360755,,,,1.7546000000000002,1.0,1.3625672272503018,0.1717150769587623,0.06726557125332426,0.4279918499672264,-1.0
3 weeks,2020-04-08,2020-04-30,G4,XLV,VRTX,0.006168362026530483,0.425,0.04181379696402627,-1.0,,,,,,,
3 weeks,2020-04-08,2020-04-30,G1,XLV,GILD,0.12014890623934638,,,,0.7453,1.0,1.1160914293420403,0.07341164830007815,0.03201109418842864,0.6366463500209738,-0.8732477911119687
3 weeks,2020-04-08,2020-04-30,G3,XLV,SYK,0.056679676604830975,,,,0.4648,1.0,1.0669304498383998,0.045840404980548886,0.020642404961585873,0.2364567160539146,-1.0
3 weeks,2020-04-08,2020-04-30,G3,XLI,BA,-0.03983108217617126,,,,1.1283,1.0,1.1956035566673788,0.1109182213282166,0.04636031387739645,-1.0,-1.0
3 weeks,2020-04-08,2020-04-30,G1,XLC,MTCH,0.11197804425913271,,,,0.6401,1.0,1.0968118394502804,0.06307924154278796,0.027836922258594507,0.7751964278640799,-0.4551766654386591
3 weeks,2020-04-08,2020-04-30,G3,XLC,LYV,0.18829451605925995,,,,1.0119,1.0,1.169812398180485,0.09954036947610514,0.04213466096998733,0.8916397141208161,-0.5613559607863062
3 weeks,2020-04-08,2020-04-30,G2,XLB,AMCR,0.05405418478076207,0.6507999999999999,0.06402102037149296,-1.0,,,,,,,
3 weeks,2020-04-08,2020-04-30,G3,XLB,FCX,0.09962681376427862,,,,0.7736,1.0,1.121457335997094,0.07618926369324161,0.03311623012331298,0.30762274019870794,-1.0
3 weeks,2020-04-08,2020-04-30,G4,XLE,EQT,0.34594129838201804,1.2021,0.11801140282003865,-1.0,,,,,,,
3 weeks,2020-04-08,2020-04-30,G3,XLE,TRGP,0.6354108082363041,,,,1.9276,1.0,1.4182965172592268,0.18835452860446014,0.0725434257855921,2.373483042558808,1.992887206881794
